"COU","Country","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","COMP_JP","Average annual compensation of junior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,80707.7,,
"NOR","Norway","COMP_JP_WS","Average wages and salaries of junior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,50452.57,,
"NOR","Norway","COMP_JP_ESC","Average employers'social contributions of junior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,15053.34,,
"NOR","Norway","COMP_JP_WT","Average working time correction of junior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,15201.79,,
"NOR","Norway","RCSP_GDP","Average annual compensation of senior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.4,,
"NOR","Norway","RCJP_GDP","Average annual compensation of junior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.11,,
"NOR","Norway","COMP_SEC","Average annual compensation of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,76923.13,,
"NOR","Norway","COMP_SEC_WS","Average wages and salaries of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,48086.73,,
"NOR","Norway","COMP_SEC_ESC","Average employers'social contributions of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,14347.45,,
"NOR","Norway","COMP_SEC_WT","Average working time correction of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,14488.95,,
"NOR","Norway","RCSEC_GDP","Average annual compensation of employees in secretarial positions, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.06,,
"NOR","Norway","COMP_PI_DET","Average annual compensation of employees in service delivery occupations, police inspectors and detectives, USD PPP","2015","2015","USD","US Dollar","0","Units",,,119135.65,,
"NOR","Norway","COMP_PO","Average annual compensation of employees in service delivery occupations, police officers, USD PPP","2015","2015","USD","US Dollar","0","Units",,,93359.6,,
"NOR","Norway","COMP_CI","Average annual compensation of employees in service delivery occupations, customs inspectors, USD PPP","2015","2015","USD","US Dollar","0","Units",,,72298.68,,
"NOR","Norway","RCPI_DET_GDP","Average annual compensation of central government police inspectors and detectives relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.64,,
"NOR","Norway","RCPO_GDP","Average annual compensation of central government police officers relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.28,,
"NOR","Norway","RCCI_GDP","Average annual compensation of central government customs inspectors relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,0.99,,
"NOR","Norway","TS_15Y_LE","Teachers' salaries in public institutions, 15 years of experience, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,44136,,
"NOR","Norway","TS_SS_LE","Teachers' starting salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,40815,,
"NOR","Norway","TS_TS_LE","Teachers' top of scale salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,48227,,
"NOR","Norway","RTS_TEW","Ratio of teachers’ salaries to the earnings of tertiary-educated workers","2014","2014","RATIO","Ratio","0","Units",,,0.64,,
"POL","Poland","EMP_AGE_18_34","Share of people employed in the central government aged 18-34 years old","2015","2015","PER","Persons","0","Units",,,6.21,,
"POL","Poland","EMP_AGE_35_44","Share of people employed in the central government aged 35-54 years old","2015","2015","PER","Persons","0","Units",,,60.87,,
"POL","Poland","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2010","2010","PER","Persons","0","Units",,,30.32,,
"POL","Poland","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2015","2015","PER","Persons","0","Units",,,32.93,,
"POL","Poland","EMP_AGE_55S","Share of people employed in the central government aged 55 years or older, senior managers","2015","2015","PER","Persons","0","Units",,,36.91,,
"POL","Poland","EMP_AGE_55P","Share of people employed in the central government aged 55 years or older, professionals","2015","2015","PER","Persons","0","Units",,,31.85,,
"POL","Poland","EMPWPS","Share of public employment filled by women","2009","2009","PER","Persons","0","Units",,,58.23,,
"POL","Poland","EMPWPS","Share of public employment filled by women","2015","2015","PER","Persons","0","Units",,,60.74,,
"POL","Poland","EMPLWTOT","Share of employed women in total employment","2009","2009","PER","Persons","0","Units",,,45.04,,
"POL","Poland","EMPLWTOT","Share of employed women in total employment","2015","2015","PER","Persons","0","Units",,,44.87,,
"POL","Poland","EMPWCG","Share of central government employment filled by women","2015","2015","PER","Persons","0","Units",,,69.34,,
"POL","Poland","EMPW_SM","Share of central government employment filled by women by occupation groups, senior management","2010","2010","PER","Persons","0","Units",,,46.46,,
"POL","Poland","EMPW_SM","Share of central government employment filled by women by occupation groups, senior management","2015","2015","PER","Persons","0","Units",,,50.52,,
"POL","Poland","EMPW_MM","Share of central government employment filled by women by occupation groups, middle management","2015","2015","PER","Persons","0","Units",,,62.07,,
"POL","Poland","EMPW_P","Share of central government employment filled by women by occupation groups, professionals","2015","2015","PER","Persons","0","Units",,,70.47,,
"POL","Poland","EMPW_PARL","Share of women parliamentarians","2012","2012","PC","Percentage","0","Units",,,23.7,,
"POL","Poland","EMPW_PARL","Share of women parliamentarians","2015","2015","PC","Percentage","0","Units",,,24.1,,
"POL","Poland","EMPW_MIN","Share of women ministers","2012","2012","PC","Percentage","0","Units",,,22.2,,
"POL","Poland","EMPW_MIN","Share of women ministers","2015","2015","PC","Percentage","0","Units",,,27.8,,
"POL","Poland","EMPW_PJ","Share of professional judges that are women","2012","2012","PC","Percentage","0","Units",,,63,,
"POL","Poland","EMPW_CFI","Share of women in courts of first instance","2014","2014","PC","Percentage","0","Units",,,64,,
"POL","Poland","EMPW_AC","Share of women in appeal courts","2014","2014","PC","Percentage","0","Units",,,54,,
"POL","Poland","TS_15Y_LE","Teachers' salaries in public institutions, 15 years of experience, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,24828,,
"POL","Poland","TS_SS_LE","Teachers' starting salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,15135,,
"POL","Poland","TS_TS_LE","Teachers' top of scale salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,25882,,
"POL","Poland","RTS_TEW","Ratio of teachers’ salaries to the earnings of tertiary-educated workers","2014","2014","RATIO","Ratio","0","Units",,,0.68,,
"PRT","Portugal","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007","PC","Percentage","0","Units",,,14.49,,
"PRT","Portugal","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008","PC","Percentage","0","Units",,,14.41,,
"PRT","Portugal","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009","PC","Percentage","0","Units",,,14.95,,
"PRT","Portugal","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010","PC","Percentage","0","Units",,,15.19,,
"PRT","Portugal","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011","PC","Percentage","0","Units",,,15.04,,
"PRT","Portugal","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012","PC","Percentage","0","Units",,,15.5,,
"PRT","Portugal","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013","PC","Percentage","0","Units",,,15.62,,
"PRT","Portugal","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014","PC","Percentage","0","Units",,,15.16,,
"PRT","Portugal","EMPGG","Employment in general government","2007","2007","PER","Persons","3","Thousands",,,733.46,,
"PRT","Portugal","EMPGG","Employment in general government","2008","2008","PER","Persons","3","Thousands",,,732.05,,
"PRT","Portugal","EMPGG","Employment in general government","2009","2009","PER","Persons","3","Thousands",,,738.94,,
"PRT","Portugal","EMPGG","Employment in general government","2010","2010","PER","Persons","3","Thousands",,,739.95,,
"PRT","Portugal","EMPGG","Employment in general government","2011","2011","PER","Persons","3","Thousands",,,718.28,,
"PRT","Portugal","EMPGG","Employment in general government","2012","2012","PER","Persons","3","Thousands",,,710.35,,
"PRT","Portugal","EMPGG","Employment in general government","2013","2013","PER","Persons","3","Thousands",,,695.04,,
"PRT","Portugal","EMPGG","Employment in general government","2014","2014","PER","Persons","3","Thousands",,,683.95,,
"PRT","Portugal","DGEM_S1311","Central government employment as a percentage of general government employment","2014","2014","PER","Persons","0","Units",,,75.76,,
"PRT","Portugal","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2014","2014","PER","Persons","0","Units",,,22.6,,
"PRT","Portugal","DGEM_S1314","Social security government employment as a percentage of general government employment","2014","2014","PER","Persons","0","Units",,,1.6,,
"PRT","Portugal","EMP_AGE_18_34","Share of people employed in the central government aged 18-34 years old","2015","2015","PER","Persons","0","Units",,,12.55,,
"PRT","Portugal","EMP_AGE_35_44","Share of people employed in the central government aged 35-54 years old","2015","2015","PER","Persons","0","Units",,,67.9,,
"PRT","Portugal","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2010","2010","PER","Persons","0","Units",,,17.05,,
"PRT","Portugal","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2015","2015","PER","Persons","0","Units",,,19.55,,
"PRT","Portugal","EMP_AGE_55S","Share of people employed in the central government aged 55 years or older, senior managers","2015","2015","PER","Persons","0","Units",,,41.82,,
"PRT","Portugal","EMP_AGE_55P","Share of people employed in the central government aged 55 years or older, professionals","2015","2015","PER","Persons","0","Units",,,18.32,,
"PRT","Portugal","EMPWPS","Share of public employment filled by women","2015","2015","PER","Persons","0","Units",,,57.64,,
"PRT","Portugal","EMPLWTOT","Share of employed women in total employment","2015","2015","PER","Persons","0","Units",,,48.68,,
"PRT","Portugal","EMPWCG","Share of central government employment filled by women","2015","2015","PER","Persons","0","Units",,,65.72,,
"PRT","Portugal","EMPW_SM","Share of central government employment filled by women by occupation groups, senior management","2010","2010","PER","Persons","0","Units",,,36.74,,
"PRT","Portugal","EMPW_SM","Share of central government employment filled by women by occupation groups, senior management","2015","2015","PER","Persons","0","Units",,,33.77,,
"PRT","Portugal","EMPW_MM","Share of central government employment filled by women by occupation groups, middle management","2015","2015","PER","Persons","0","Units",,,56.18,,
"PRT","Portugal","EMPW_P","Share of central government employment filled by women by occupation groups, professionals","2015","2015","PER","Persons","0","Units",,,67.92,,
"PRT","Portugal","EMPW_PARL","Share of women parliamentarians","2012","2012","PC","Percentage","0","Units",,,28.7,,
"PRT","Portugal","EMPW_PARL","Share of women parliamentarians","2015","2015","PC","Percentage","0","Units",,,31.3,,
"PRT","Portugal","EMPW_MIN","Share of women ministers","2012","2012","PC","Percentage","0","Units",,,18.2,,
"PRT","Portugal","EMPW_MIN","Share of women ministers","2015","2015","PC","Percentage","0","Units",,,28.6,,
"PRT","Portugal","EMPW_PJ","Share of professional judges that are women","2012","2012","PC","Percentage","0","Units",,,57,,
"PRT","Portugal","EMPW_PJ","Share of professional judges that are women","2014","2014","PC","Percentage","0","Units",,,58,,
"PRT","Portugal","EMPW_CFI","Share of women in courts of first instance","2014","2014","PC","Percentage","0","Units",,,67,,
"PRT","Portugal","EMPW_AC","Share of women in appeal courts","2014","2014","PC","Percentage","0","Units",,,38,,
"PRT","Portugal","EMPW_SC","Share of women in supreme courts","2014","2014","PC","Percentage","0","Units",,,18,,
"PRT","Portugal","COMP_D1","Average annual compensation of central government senior managers, D1 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,163159.55,,
"PRT","Portugal","COMP_D1_WS","Average wages and salaries of central government senior managers, D1 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,104327.84,,
"PRT","Portugal","COMP_D1_ESC","Average employers'social contributions of central government senior managers, D1 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,39431.37,,
"PRT","Portugal","COMP_D1_WT","Average working time correction of central government senior managers, D1 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,19400.34,,
"PRT","Portugal","COMP_D2","Average annual compensation of central government senior managers, D2 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,138814.56,,
"PRT","Portugal","COMP_D2_WS","Average wages and salaries of central government senior managers, D2 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,88761.11,,
"PRT","Portugal","COMP_D2_ESC","Average employers'social contributions of central government senior managers, D2 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,33547.83,,
"PRT","Portugal","COMP_D2_WT","Average working time correction of central government senior managers, D2 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,16505.62,,
"PRT","Portugal","RCD1_GDP","Average annual compensation of central government senior officials, D1 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,5.59,,
"PRT","Portugal","RCD2_GDP","Average annual compensation of central government senior officials, D2 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,4.76,,
"PRT","Portugal","COMP_D3","Average annual compensation of central government middle managers, D3 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,109683.29,,
"PRT","Portugal","COMP_D3_WS","Average wages and salaries of central government middle managers, D3 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,70133.93,,
"PRT","Portugal","COMP_D3_ESC","Average employers'social contributions of central government middle managers, D3 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,26507.56,,
"PRT","Portugal","COMP_D3_WT","Average working time correction of central government middle managers, D3 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,13041.79,,
"PRT","Portugal","COMP_D4","Average annual compensation of central government middle managers, D4 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,92111.36,,
"PRT","Portugal","COMP_D4_WS","Average wages and salaries of central government middle managers, D4 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,58898.05,,
"PRT","Portugal","COMP_D4_ESC","Average employers'social contributions of central government middle managers, D4 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,22260.89,,
"PRT","Portugal","COMP_D4_WT","Average working time correction of central government middle managers, D4 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,10952.42,,
"PRT","Portugal","RCD3_GDP","Average annual compensation of central government middle officials, D3 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,3.76,,
"PRT","Portugal","RCD4_GDP","Average annual compensation of central government middle officials, D4 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,3.16,,
"PRT","Portugal","COMP_SP","Average annual compensation of senior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,54928.45,,
"PRT","Portugal","COMP_SP_WS","Average wages and salaries of senior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,35122.47,,
"PRT","Portugal","COMP_SP_ESC","Average employers'social contributions of senior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,13274.76,,
"PRT","Portugal","COMP_SP_WT","Average working time correction of senior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,6531.22,,
"PRT","Portugal","RCSP_GDP","Average annual compensation of senior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.88,,
"PRT","Portugal","COMP_SEC","Average annual compensation of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,30906.13,,
"PRT","Portugal","COMP_SEC_WS","Average wages and salaries of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,19762.06,,
"PRT","Portugal","COMP_SEC_ESC","Average employers'social contributions of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,7469.2,,
"PRT","Portugal","COMP_SEC_WT","Average working time correction of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,3674.87,,
"PRT","Portugal","RCSEC_GDP","Average annual compensation of employees in secretarial positions, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.06,,
"PRT","Portugal","COMP_PI_DET","Average annual compensation of employees in service delivery occupations, police inspectors and detectives, USD PPP","2015","2015","USD","US Dollar","0","Units",,,68933.25,,
"PRT","Portugal","COMP_PO","Average annual compensation of employees in service delivery occupations, police officers, USD PPP","2015","2015","USD","US Dollar","0","Units",,,49963.1,,
"PRT","Portugal","COMP_IO","Average annual compensation of employees in service delivery occupations, immigration officers, USD PPP","2015","2015","USD","US Dollar","0","Units",,,88394.54,,
"PRT","Portugal","COMP_CI","Average annual compensation of employees in service delivery occupations, customs inspectors, USD PPP","2015","2015","USD","US Dollar","0","Units",,,69109.79,,
"PRT","Portugal","COMP_TI","Average annual compensation of employees in service delivery occupations, tax inspectors, USD PPP","2015","2015","USD","US Dollar","0","Units",,,60908.29,,
"PRT","Portugal","RCPI_DET_GDP","Average annual compensation of central government police inspectors and detectives relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,2.36,,
"PRT","Portugal","RCPO_GDP","Average annual compensation of central government police officers relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.71,,
"PRT","Portugal","RCIO_GDP","Average annual compensation of central government immigration officers relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,3.03,,
"PRT","Portugal","RCCI_GDP","Average annual compensation of central government customs inspectors relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,2.37,,
"PRT","Portugal","RCTI_GDP","Average annual compensation of central government tax inspectors relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,2.09,,
"PRT","Portugal","TS_15Y_LE","Teachers' salaries in public institutions, 15 years of experience, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,38166,,
"PRT","Portugal","TS_SS_LE","Teachers' starting salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,31930,,
"PRT","Portugal","TS_TS_LE","Teachers' top of scale salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,61047,,
"PRT","Portugal","RTS_TEW","Ratio of teachers’ salaries to the earnings of tertiary-educated workers","2014","2014","RATIO","Ratio","0","Units",,,1.18,,
"SVK","Slovak Republic","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007","PC","Percentage","0","Units",,,19.38,,
"SVK","Slovak Republic","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008","PC","Percentage","0","Units",,,18.73,,
"SVK","Slovak Republic","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009","PC","Percentage","0","Units",,,18.89,,
"SVK","Slovak Republic","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010","PC","Percentage","0","Units",,,19.29,,
"SVK","Slovak Republic","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011","PC","Percentage","0","Units",,,19.38,,
"SVK","Slovak Republic","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012","PC","Percentage","0","Units",,,19.14,,
"SVK","Slovak Republic","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013","PC","Percentage","0","Units",,,19.32,,
"SVK","Slovak Republic","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014","PC","Percentage","0","Units",,,19.44,,
"SVK","Slovak Republic","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015","PC","Percentage","0","Units",,,19.37,,
"SVK","Slovak Republic","EMPGG","Employment in general government","2007","2007","PER","Persons","3","Thousands",,,421.85,,
"SVK","Slovak Republic","EMPGG","Employment in general government","2008","2008","PER","Persons","3","Thousands",,,420.78,,
"SVK","Slovak Republic","EMPGG","Employment in general government","2009","2009","PER","Persons","3","Thousands",,,416.09,,
"SVK","Slovak Republic","EMPGG","Employment in general government","2010","2010","PER","Persons","3","Thousands",,,418.52,,
"SVK","Slovak Republic","EMPGG","Employment in general government","2011","2011","PER","Persons","3","Thousands",,,427.99,,
"SVK","Slovak Republic","EMPGG","Employment in general government","2012","2012","PER","Persons","3","Thousands",,,422.79,,
"SVK","Slovak Republic","EMPGG","Employment in general government","2013","2013","PER","Persons","3","Thousands",,,423.63,,
"SVK","Slovak Republic","EMPGG","Employment in general government","2014","2014","PER","Persons","3","Thousands",,,432.26,,
"SVK","Slovak Republic","EMPGG","Employment in general government","2015","2015","PER","Persons","3","Thousands",,,439.19,,
"SVK","Slovak Republic","DGEM_S1311","Central government employment as a percentage of general government employment","2009","2009","PER","Persons","0","Units",,,50.45,,
"SVK","Slovak Republic","DGEM_S1311","Central government employment as a percentage of general government employment","2014","2014","PER","Persons","0","Units",,,52.25,,
"SVK","Slovak Republic","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2014","2014","PER","Persons","0","Units",,,46.06,,
"SVK","Slovak Republic","DGEM_S1314","Social security government employment as a percentage of general government employment","2014","2014","PER","Persons","0","Units",,,1.69,,
"SVK","Slovak Republic","EMP_AGE_18_34","Share of people employed in the central government aged 18-34 years old","2015","2015","PER","Persons","0","Units",,,21.24,,
"SVK","Slovak Republic","EMP_AGE_35_44","Share of people employed in the central government aged 35-54 years old","2015","2015","PER","Persons","0","Units",,,55.45,,
"SVK","Slovak Republic","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2015","2015","PER","Persons","0","Units",,,23.31,,
"SVK","Slovak Republic","EMP_AGE_55S","Share of people employed in the central government aged 55 years or older, senior managers","2015","2015","PER","Persons","0","Units",,,36.96,,
"SVK","Slovak Republic","EMP_AGE_55P","Share of people employed in the central government aged 55 years or older, professionals","2015","2015","PER","Persons","0","Units",,,21.61,,
"SVK","Slovak Republic","EMPWPS","Share of public employment filled by women","2009","2009","PER","Persons","0","Units",,,58.44,,
"SVK","Slovak Republic","EMPWPS","Share of public employment filled by women","2015","2015","PER","Persons","0","Units",,,59.69,,
"SVK","Slovak Republic","EMPLWTOT","Share of employed women in total employment","2009","2009","PER","Persons","0","Units",,,43.91,,
"SVK","Slovak Republic","EMPLWTOT","Share of employed women in total employment","2015","2015","PER","Persons","0","Units",,,44.35,,
"SVK","Slovak Republic","EMPWCG","Share of central government employment filled by women","2015","2015","PER","Persons","0","Units",,,68.43,,
"SVK","Slovak Republic","EMPW_SM","Share of central government employment filled by women by occupation groups, senior management","2015","2015","PER","Persons","0","Units",,,34.92,,
"SVK","Slovak Republic","EMPW_MM","Share of central government employment filled by women by occupation groups, middle management","2015","2015","PER","Persons","0","Units",,,54.91,,
"SVK","Slovak Republic","EMPW_P","Share of central government employment filled by women by occupation groups, professionals","2015","2015","PER","Persons","0","Units",,,64.34,,
"SVK","Slovak Republic","EMPW_PARL","Share of women parliamentarians","2012","2012","PC","Percentage","0","Units",,,17.3,,
"SVK","Slovak Republic","EMPW_PARL","Share of women parliamentarians","2015","2015","PC","Percentage","0","Units",,,18.7,,
"SVK","Slovak Republic","EMPW_MIN","Share of women ministers","2012","2012","PC","Percentage","0","Units",,,14.3,,
"SVK","Slovak Republic","EMPW_MIN","Share of women ministers","2015","2015","PC","Percentage","0","Units",,,0,,
"SVK","Slovak Republic","EMPW_PJ","Share of professional judges that are women","2012","2012","PC","Percentage","0","Units",,,63,,
"SVK","Slovak Republic","EMPW_PJ","Share of professional judges that are women","2014","2014","PC","Percentage","0","Units",,,62,,
"SVK","Slovak Republic","EMPW_CFI","Share of women in courts of first instance","2014","2014","PC","Percentage","0","Units",,,64,,
"SVK","Slovak Republic","EMPW_AC","Share of women in appeal courts","2014","2014","PC","Percentage","0","Units",,,60,,
"SVK","Slovak Republic","EMPW_SC","Share of women in supreme courts","2014","2014","PC","Percentage","0","Units",,,58,,
"SVK","Slovak Republic","RCD1_GDP","Average annual compensation of central government senior officials, D1 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,3,,
"SVK","Slovak Republic","RCD3_GDP","Average annual compensation of central government middle officials, D3 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,2.43,,
"SVK","Slovak Republic","RCSP_GDP","Average annual compensation of senior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,2.1,,
"SVK","Slovak Republic","RCJP_GDP","Average annual compensation of junior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.4,,
"SVK","Slovak Republic","RCSEC_GDP","Average annual compensation of employees in secretarial positions, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,0.82,,
"SVK","Slovak Republic","RCPI_DET_GDP","Average annual compensation of central government police inspectors and detectives relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.67,,
"SVK","Slovak Republic","RCPO_GDP","Average annual compensation of central government police officers relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.26,,
"SVK","Slovak Republic","RCCI_GDP","Average annual compensation of central government customs inspectors relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.19,,
"SVK","Slovak Republic","RCTI_GDP","Average annual compensation of central government tax inspectors relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.83,,
"SVK","Slovak Republic","TS_15Y_LE","Teachers' salaries in public institutions, 15 years of experience, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,16663,,
"SVK","Slovak Republic","TS_SS_LE","Teachers' starting salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,11838,,
"SVK","Slovak Republic","TS_TS_LE","Teachers' top of scale salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,17967,,
"SVK","Slovak Republic","RTS_TEW","Ratio of teachers’ salaries to the earnings of tertiary-educated workers","2014","2014","RATIO","Ratio","0","Units",,,0.49,,
"ESP","Spain","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007","PC","Percentage","0","Units",,,13.36,,
"ESP","Spain","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008","PC","Percentage","0","Units",,,13.66,,
"ESP","Spain","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009","PC","Percentage","0","Units",,,14.79,,
"ESP","Spain","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010","PC","Percentage","0","Units",,,15.2,,
"ESP","Spain","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011","PC","Percentage","0","Units",,,15.61,,
"ESP","Spain","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012","PC","Percentage","0","Units",,,15.88,,
"ESP","Spain","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013","PC","Percentage","0","Units",,,16.21,,
"ESP","Spain","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014","PC","Percentage","0","Units",,,15.99,,
"ESP","Spain","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015","PC","Percentage","0","Units",,,15.72,,
"ESP","Spain","EMPGG","Employment in general government","2007","2007","PER","Persons","3","Thousands",,,2843,,
"ESP","Spain","EMPGG","Employment in general government","2008","2008","PER","Persons","3","Thousands",,,2913,,
"ESP","Spain","EMPGG","Employment in general government","2009","2009","PER","Persons","3","Thousands",,,2957,,
"ESP","Spain","EMPGG","Employment in general government","2010","2010","PER","Persons","3","Thousands",,,2986,,
"ESP","Spain","EMPGG","Employment in general government","2011","2011","PER","Persons","3","Thousands",,,2984,,
"ESP","Spain","EMPGG","Employment in general government","2012","2012","PER","Persons","3","Thousands",,,2913,,
"ESP","Spain","EMPGG","Employment in general government","2013","2013","PER","Persons","3","Thousands",,,2896,,
"ESP","Spain","EMPGG","Employment in general government","2014","2014","PER","Persons","3","Thousands",,,2882,,
"ESP","Spain","EMPGG","Employment in general government","2015","2015","PER","Persons","3","Thousands",,,2904,,
"ESP","Spain","DGEM_S1311","Central government employment as a percentage of general government employment","2009","2009","PER","Persons","0","Units",,,19.42,,
"ESP","Spain","DGEM_S1311","Central government employment as a percentage of general government employment","2014","2014","PER","Persons","0","Units",,,20.4,,
"ESP","Spain","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2014","2014","PER","Persons","0","Units",,,79.6,,
