"COUNTRY","Country","AGE","Age","INTENSITY","Intensity","SEX","Gender","ISC11_LEVEL_CAT","Education level and programe orientation ","INDICATOR","Indicator name","YEAR","Year","Value","Flag Codes","Flags"
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",1.482,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",1.568,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",1.67,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",1.692,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",1.649,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",1.672,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",1.324,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",1.622,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",1.676,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",1.798,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",1.878,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",1.871,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",1.886,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",1.077,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",1.108,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",1.07,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",1.055,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",1.014,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.945,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.887,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",1.738,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",1.873,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",1.773,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",1.633,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",1.645,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",1.432,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",1.284,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",,"M","Missing value; data cannot exist"
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",,"M","Missing value; data cannot exist"
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",,"M","Missing value; data cannot exist"
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",39.157,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",38.89,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",38.17,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",36.917,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",,"M","Missing value; data cannot exist"
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",,"M","Missing value; data cannot exist"
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",,"M","Missing value; data cannot exist"
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",25.576,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",25.028,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",24.306,,
"SVK","Slovak Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",23.364,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",5.118,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",5.729,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",6.431,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",6.92,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",7.407,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",7.426,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",7.376,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",5.018,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",6.012,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",7.09,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",8.063,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",8.817,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",8.925,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",8.808,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",6.748,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",7.491,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",8.365,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",9.094,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",9.15,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",9.069,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",8.789,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",7.297,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",8.523,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",9.823,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",11.4,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",11.446,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",11.392,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",10.821,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",0,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",0,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",0,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",0,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",0,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.181,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.171,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",0,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",0,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",0,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",0,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",0,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.13,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.144,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",33.836,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",35.853,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",37.933,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",39.746,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",41.301,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",42.029,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",42.69,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",26.429,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",28.428,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",30.702,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",32.313,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",34.132,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",35.106,,
"ESP","Spain","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",35.615,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",11.906,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",11.567,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",12.367,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",12.278,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",8.818,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",8.937,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",9.808,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",9.728,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",13.196,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",10.558,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",1.347,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",1.277,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",1.067,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.591,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",1.155,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",1.193,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",1.075,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.807,,
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",,"M","Missing value; data cannot exist"
"SWE","Sweden","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",,"M","Missing value; data cannot exist"
